recommendation_id,rule_id,clothing_type,colour,condition,damage_location,damage_severity,stain_severity,hole_severity,repair_status,style,material,recommended_action,upcycling_method,difficulty,reason,required_materials,estimated_time_minutes,recommendation_priority,rule_basis
REC003048,N02,Shirt,White,Good,None,None,None,None,No Repair,Casual,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC003049,N03,Jeans,Blue,Good,None,None,None,None,No Repair,Formal,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC003050,N04,Saree,White,Good,None,None,None,None,No Repair,Casual,Viscose,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC003051,N05,Dress,White,Good,None,None,None,None,No Repair,Casual,Silk,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC003052,O01,Jacket,Black,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Nylon,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC003053,O02,Jacket,Black,Worn,Pocket,Minor,None,Minor,Needs Repair,Sporty,Nylon,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC003054,O03,Jacket,Black,Damaged,Multiple Areas,Major,Minor,Major,Needs Repair,Formal,Polyester,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC003055,P01,Trousers,Black,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Wool Blend,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC003056,P02,Trousers,Black,Worn,Knee,Minor,None,Minor,Needs Repair,Sporty,Wool Blend,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC003057,R01,Jumpsuit,Black,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Polyester,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC003058,R02,Jumpsuit,Black,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Polyester,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC003059,S01,Shirt,Black,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Polyester,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC003060,S02,Shirt,Black,Worn,Collar,Minor,None,Minor,Needs Repair,Sporty,Polyester,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC003061,S03,Shirt,Black,Worn,Front,Minor,None,Minor,Needs Repair,Sporty,Polyester,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC003062,S04,Shirt,Black,Damaged,Multiple Areas,Major,Minor,Major,Needs Repair,Formal,Cotton,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC003063,SA01,Saree,Black,Worn,Edge,Minor,None,Minor,Needs Repair,Sporty,Polyester,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC003064,SA02,Saree,Black,Damaged,Multiple Areas,Major,Minor,Major,Needs Repair,Formal,Cotton,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC003065,SH01,Shorts,Black,Worn,Hem,Minor,None,Minor,Needs Repair,Sporty,Polyester,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC003066,SK01,Skirt,Black,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Polyester,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC003067,SK02,Skirt,Black,Worn,Waist,Minor,None,Minor,Needs Repair,Sporty,Polyester,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC003068,T01,T-shirt,Black,Worn,Sleeve,Minor,None,Minor,Needs Repair,Traditional,Polyester,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC003069,T02,T-shirt,Black,Worn,Bottom,Minor,None,Minor,Needs Repair,Traditional,Polyester,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC003070,T03,T-shirt,Black,Worn,Front,Minor,None,Minor,Needs Repair,Traditional,Polyester,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC003071,T04,T-shirt,Black,Damaged,Multiple Areas,Major,Minor,Major,Needs Repair,Formal,Polyester,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC003072,D01,Dress,Black,Worn,Bottom,Minor,None,Minor,Previously Repaired,Sporty,Viscose,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC003073,D02,Dress,Black,Worn,Sleeve,Minor,None,Minor,Previously Repaired,Sporty,Viscose,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC003074,D03,Dress,Black,Damaged,Multiple Areas,Major,Minor,Major,Previously Repaired,Formal,Cotton,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC003075,J01,Jeans,Black,Worn,Bottom,Minor,None,Minor,Previously Repaired,Vintage,Denim,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC003076,J02,Jeans,Black,Worn,Knee,Minor,None,Minor,Previously Repaired,Vintage,Denim,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC003077,J03,Jeans,Black,Worn,Pocket,Minor,None,Minor,Previously Repaired,Vintage,Denim,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC003078,J04,Jeans,Black,Damaged,Multiple Areas,Major,Minor,Major,Previously Repaired,Sporty,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC003079,K01,Hoodie,Black,Worn,Sleeve,Minor,None,Minor,Previously Repaired,Traditional,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC003080,K02,Hoodie,Black,Worn,Front,Minor,None,Minor,Previously Repaired,Traditional,Polyester,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC003081,K03,Hoodie,Black,Damaged,Multiple Areas,Major,Minor,Major,Previously Repaired,Formal,Polyester,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC003082,L01,Leggings,Black,Worn,Bottom,Minor,None,Minor,Previously Repaired,Traditional,Nylon,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC003083,L02,Leggings,Black,Damaged,Multiple Areas,Major,Minor,Major,Previously Repaired,Formal,Nylon,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC003084,N01,T-shirt,White,Worn,None,None,None,None,Previously Repaired,Traditional,Cotton,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC003085,N02,Shirt,White,Worn,None,None,None,None,Previously Repaired,Casual,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC003086,N03,Jeans,Blue,Worn,None,None,None,None,Previously Repaired,Formal,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC003087,N04,Saree,White,Worn,None,None,None,None,Previously Repaired,Casual,Viscose,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC003088,N05,Dress,White,Worn,None,None,None,None,Previously Repaired,Casual,Silk,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
