brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
Lindex,Export,4,Jacket,Ladies,100-150,Unknown,['Beige'],"['Loose', 'Long', 'V-collar']",Unknown,Spring,Unknown,5,None,Minor,None,Minor,"65% Polyester, 35% cotton"
Tailored Originals,Recycle,2,T-shirt,Men,<50,Unknown,['Red'],"['Regular', 'V-collar']",Unknown,All,Unknown,5,Washed out,None,None,Minor,100% cotton
Conrads,Repair,3,Dress,Ladies,100-150,Unknown,"['Green', 'Yellow']","['Tight', 'V-collar']",Other,Summer,Unknown,5,S,Minor,Major,Minor,"80% cotton, 20% acrylic"
Indiska,Recycle,3,Top,Ladies,<50,Unknown,['White'],"['Regular', 'V-collar']",Transparent,Summer,Unknown,5,None,Minor,Minor,Minor,100% viscose
D-xel,Reuse,3,Shorts,Children,<50,Unknown,['Black'],['Regular'],Lace,Summer,Unknown,5,None,None,None,Minor,"53% polyester, 47% nylon"
Jersey Modeller,Reuse,3,T-shirt,Ladies,50-100,Unknown,['Brown'],['Tight'],Unknown,Summer,Unknown,4,None,None,None,Minor,"77% wool, 23% acrylic"
Marine,Recycle,2,Jacket,Ladies,50-100,Sports,"['Blue', 'Grey', 'White', 'Multicolor']",['Regular'],Unknown,Spring,Unknown,4,None,None,Minor,Minor,100% polyester
Selected,Export,2,Jacket,Ladies,50-100,Unknown,['Black'],"['Tight', 'V-collar']",Unknown,All,Unknown,5,None,Minor,None,None,"50% wool, 50% polyester"
Rose -,Export,1,Sweater,Ladies,<50,Unknown,['White'],"['V-collar', 'Regular']",Unknown,All,Unknown,2,None,None,None,Minor,"65% polyamide, 30% cotton, 5% lycra"
Flash,Reuse,5,Skirt,Ladies,50-100,Unknown,"['Green', 'Beige']",['Regular'],Striped,Summer,Unknown,5,None,None,None,None,"78% cotton, 20% polyester, 2% elastane"
Number One,Recycle,3,Trousers,Ladies,<50,Unknown,['White'],['Regular'],Unknown,Summer,Unknown,2,None,None,None,Minor,100% cotton
Chillnorway,Recycle,2,Blouse,Ladies,<50,Unknown,['Purple'],['Loose'],Unknown,Summer,Unknown,4,None,Minor,Minor,Minor,100% silk
Craft,Export,3,Training Top,Ladies,<50,Sports,"['Black', 'Red', 'Grey', 'Multicolor']",['Tight'],Logo print,All,Unknown,5,Pulled threads,None,None,Minor,"92% polyester, 8% lycra"
H&m,Reuse,3,Dress,Ladies,100-150,Unknown,"['Black', 'Beige', 'White', 'Multicolor']","['Tight', 'Long']",Geometric print,All,Unknown,4,None,None,None,Minor,100% acrylic
Cross Sportwear,Recycle,1,Top,Ladies,<50,Unknown,"['White', 'Blue', 'Red', 'Multicolor']",['Tight'],Striped,All,Unknown,2,Crooked,None,None,Minor,"95% cotton, 5% elastane"
K.woman,Reuse,3,Cardigan,Ladies,50-100,Unknown,['Orange'],['Regular'],Unknown,Autumn,Unknown,4,None,None,None,Minor,100% acrylic
Cross Sportwear,Recycle,1,Top,Ladies,<50,Unknown,"['Red', 'Black']",['Tight'],Striped,All,Unknown,1,Broken seams,None,None,None,"95% cotton, 5% elastane"
Esprit,Reuse,5,Trousers,Ladies,100-150,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,5,None,None,None,Minor,"84% cotton, 12% modal, 4% elastane"
Brenda,Reuse,5,Skirt,Ladies,100-150,Unknown,['Purple'],"['Tight', 'Long']",Unknown,All,Unknown,5,None,None,None,None,100% polyester
Flash,Recycle,1,Shirt,Ladies,<50,Denim,['Blue'],['Tight'],Unknown,All,Unknown,1,None,Minor,Minor,Minor,"98% cotton, 2% elastane"
Gefa Jeans,Recycle,1,Shorts,Ladies,<50,Denim,['Black'],['Regular'],Unknown,Summer,Unknown,5,"Bad seams, washed out",None,None,Minor,"98% cotton, 2% elastane"
Broadway,Export,2,Jacket,Ladies,<50,Unknown,['Pink'],['Regular'],Unknown,Winter,Unknown,4,None,Major,None,Major,65%polyester 35%cotton
Greenwood,Export,2,Jacket,Men,<50,Unknown,"['Red', 'Black']",['Regular'],Unknown,Autumn,Unknown,4,None,Major,None,Major,100%polyester
Missing,Export,3,Sweater,Ladies,<50,Unknown,"['Multicolor', 'White', 'Brown', 'Purple']","['Regular', 'C-collar']",Floral print,Spring,Unknown,4,1,Major,Minor,Minor,100%cotton
Kappahl,Export,3,Sweater,Ladies,<50,Unknown,"['White', 'Blue']","['Regular', 'C-collar']",Striped,Spring,Unknown,5,None,Major,None,Major,100%cotton
Esprit,Export,3,Jacket,Men,50-100,Unknown,['Blue'],['Regular'],Unknown,Autumn,Unknown,4,None,Major,None,Minor,90%cotton 10%polyester
Edc (esprit De Corps),Export,3,Sweater,Men,<50,Unknown,"['Blue', 'Black']","['Regular', 'C-collar']",Striped,Autumn,Unknown,4,None,Minor,None,Minor,100%cotton
Comfort Fashion,Export,3,Tank Top,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Lace,Summer,Unknown,4,None,Minor,None,Minor,100%cotton
Deval,Export,2,Jacket,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,Autumn,Unknown,4,None,Major,None,Minor,100%polyester
365,Export,3,Jacket,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,Autumn,Unknown,4,None,Minor,None,Minor,54%polyester 32%cotton 14%nylon
Polarn Och Pyret,Export,3,Trousers,Children,<50,Unknown,"['Blue', 'White']",['Regular'],Dots,Spring,Unknown,4,None,Major,None,Minor,95%cotton 5%elastane
Soc (stadium),Reuse,5,Vest,Children,50-100,Unknown,"['Pink', 'Blue']","['Regular', 'Cropped']",Logo print,Summer,Unknown,5,None,None,None,None,100%polyester
Missing,Export,4,Shorts,Children,<50,Sports,"['Brown', 'White']",['Regular'],Floral print,Summer,Unknown,4,None,None,None,Minor,100%polyester
Missing,Export,3,Trousers,Men,<50,Sports,"['Black', 'Blue']","['Regular', 'Tight']",Unknown,Winter,Unknown,4,None,Minor,None,Minor,100%polyester
H&m,Export,2,Dress,Children,<50,Unknown,"['Pink', 'White', 'Purple', 'Blue', 'Black', 'Multicolor']",['Regular'],Other,Spring,Unknown,2,None,Minor,None,Minor,70%cotton 30%polyester
Junkyard,Export,3,Jeans,Ladies,50-100,Denim,['Blue'],['Loose'],Unknown,Spring,Unknown,4,None,Minor,None,None,100%cotton
Shein,Export,4,Jeans,Ladies,50-100,Denim,['Blue'],['Loose'],Unknown,Spring,Unknown,4,None,Minor,None,None,85%cotton 15%polyester
Gina Tricot,Export,3,Jeans,Ladies,50-100,Denim,['Blue'],['Regular'],Unknown,Spring,Unknown,3,None,Minor,None,Minor,94%cotton 5%polyester 1%elastane
H&m,Export,4,T-shirt,Ladies,<50,Unknown,"['Multicolor', 'Black', 'White', 'Pink']","['C-collar', 'Cropped']",Unknown,Summer,Unknown,4,None,Minor,None,Minor,100%cotton
Bikbok,Export,3,Tank Top,Ladies,<50,Unknown,['Black'],"['C-collar', 'Loose']",Unknown,Summer,Unknown,4,None,Minor,None,Major,100%cotton
Missing,Export,4,Sweater,Ladies,<50,Unknown,['Yellow'],"['C-collar', 'Regular']",Unknown,Autumn,Unknown,4,None,None,None,Major,100%polyester
H&m,Export,3,Sweater,Ladies,<50,Unknown,['Brown'],"['V-collar', 'Long']",Unknown,Winter,Unknown,3,None,Minor,None,Major,62%acrylic 28%polyamide 8%wool 2%elastane
Missing,Export,3,T-shirt,Men,<50,Unknown,['Blue'],"['Regular', 'C-collar']",Logo print,Summer,Unknown,4,None,Major,None,Major,100%cotton
Missing,Export,3,Trousers,Ladies,<50,Unknown,"['Blue', 'Black']",['Regular'],Striped,Spring,Unknown,5,None,None,None,Major,100%polyester
Bikbok,Export,3,Jacket,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Unknown,Autumn,Unknown,4,None,Minor,None,Major,95%polyester 5%elastane
Levi's,Reuse,4,Jeans,Ladies,100-150,Unknown,['Blue'],['Regular'],Unknown,Autumn,Unknown,5,None,None,None,None,100%cotton
Soc (stadium),Reuse,5,Tank Top,Ladies,<50,Sports,['Pink'],"['C-collar', 'Loose']",Logo print,Summer,Unknown,5,None,None,None,None,100%polyester
Diesel,Export,4,Jacket,Ladies,<50,Denim,['Black'],['Regular'],Logo print,Autumn,Unknown,4,None,Minor,None,None,100%cotton
Kappahl,Export,4,Hoodie,Unisex,50-100,Unknown,['Grey'],['Loose'],Unknown,Winter,Unknown,4,None,Minor,None,Minor,100%polyester
Missing,Export,3,Hoodie,Children,<50,Unknown,['Blue'],['Regular'],Logo print,Winter,Unknown,4,None,Major,None,Minor,100%cotton
Nevica,Export,3,Jacket,Ladies,<50,Unknown,['Red'],['Regular'],Unknown,Winter,Unknown,4,None,Minor,None,Major,100%polyester
Lindex,Reuse,5,Jeans,Ladies,50-100,Denim,['Blue'],['Regular'],Unknown,Autumn,Unknown,5,None,None,None,None,71%cotton 27%polyester 2%elastane
Bershka (zara),Export,3,Top,Ladies,<50,Unknown,['Red'],"['Regular', 'V-collar']",Unknown,Autumn,Unknown,4,1,Minor,Minor,Minor,96%cotton 4%elastane
Missing,Export,4,Tights,Ladies,<50,Sports,['Black'],['Regular'],Unknown,All,Unknown,4,None,Minor,None,None,95%polyester 5%spandex
H&m,Export,4,Blouse,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Unknown,Autumn,Unknown,3,None,None,None,Minor,95%polyester 5%elastane
Missing,Export,2,Tank Top,Ladies,<50,Unknown,['Orange'],"['Regular', 'C-collar']",Unknown,Summer,Unknown,4,None,None,None,Minor,100%polyester
Bikbok,Export,4,Top,Ladies,<50,Unknown,['Grey'],"['Regular', 'C-collar']",Unknown,Spring,Unknown,4,None,Minor,None,None,100%cotton
H&m,Export,2,Hoodie,Children,<50,Unknown,['Purple'],['Regular'],Other,Spring,Unknown,3,54,None,None,None,100%cotton
Mywear (ica),Export,3,Blouse,Ladies,<50,Unknown,['Brown'],"['Regular', 'V-collar']",Lace,Autumn,Unknown,3,None,None,None,Minor,100%cotton
Hamton Republic (kappahl),Reuse,4,Shirt,Ladies,50-100,Unknown,"['Multicolor', 'White', 'Green', 'Blue', 'Orange', 'Pink', 'Red']",['Regular'],Floral print,Summer,Unknown,5,None,None,None,Minor,100%cotton
Nike,Export,2,Trousers,Children,<50,Unknown,['Black'],['Regular'],Logo print,Autumn,Unknown,4,2,Minor,Major,Minor,100%cotton
Lindex,Export,3,Jeans,Ladies,<50,Denim,['White'],['Regular'],Other,Spring,Unknown,4,None,Major,None,None,100%cotton
Missing,Export,3,Jeans,Men,50-100,Denim,['White'],['Regular'],Unknown,Spring,Unknown,4,None,Minor,None,Minor,100%cotton
H&m,Reuse,5,Jeans,Men,50-100,Denim,['White'],['Regular'],Unknown,Spring,Unknown,5,None,None,None,None,100%cotton
Gina Tricot,Export,3,Shorts,Ladies,<50,Denim,['White'],['Regular'],Unknown,Summer,Unknown,3,None,Minor,None,Minor,98%cotton 2%elastane
Joy,Export,3,Sweater,Men,<50,Unknown,"['Multicolor', 'Black', 'Purple', 'Grey', 'Green', 'Red', 'Pink']","['Regular', 'V-collar']",Striped,Autumn,Unknown,3,None,Major,None,None,100%cotton
Missing,Export,2,Jacket,Men,<50,Unknown,"['Multicolor', 'Red', 'Pink', 'Blue']","['Regular', 'Turtle neck']",Logo print,Spring,Unknown,3,None,Major,Minor,Minor,100%cotton
Adidas,Export,3,Training Top,Ladies,<50,Sports,['Pink'],"['Regular', 'C-collar']",Logo print,Summer,Unknown,3,None,Minor,None,None,100%polyester
H&m,Export,4,Tank Top,Ladies,<50,Unknown,['Pink'],"['Regular', 'C-collar']",Unknown,Summer,Unknown,4,None,Minor,None,Minor,95%cotton 5%elastane
Missing,Export,3,T-shirt,Ladies,<50,Unknown,"['Red', 'Multicolor', 'White', 'Yellow', 'Black', 'Pink', 'Turquoise', 'Purple', 'Blue', 'Grey']","['C-collar', 'Long']",Other,Winter,Unknown,3,None,Minor,None,None,60%cotton 40%polyester
Levi's,Export,1,Hoodie,Unisex,<50,Unknown,['White'],['Regular'],Logo print,Spring,Unknown,3,None,Major,None,None,100%cotton
Lindex,Export,3,Top,Children,<50,Unknown,"['Multicolor', 'Pink', 'White', 'Brown', 'Blue', 'Green', 'Yellow']","['Regular', 'C-collar']",Floral print,Spring,Unknown,3,None,Major,None,None,100%cotton
Carl William,Export,3,T-shirt,Men,<50,Unknown,"['Blue', 'Grey']","['Regular', 'C-collar']",Other,Summer,Unknown,3,None,Major,None,None,100%cotton
These Glory Days,Reuse,5,Sweater,Ladies,100-150,Unknown,['Beige'],"['Regular', 'C-collar']",Unknown,Winter,Unknown,5,None,None,None,None,100%wool
H&m,Export,2,Dress,Ladies,<50,Leather,"['White', 'Black']","['Regular', 'C-collar']",Unknown,Summer,Unknown,4,None,Minor,None,Minor,100%viscose
Missing,Export,3,T-shirt,Men,<50,Unknown,"['White', 'Blue', 'Beige', 'Multicolor']",['Regular'],Striped,Summer,Unknown,3,None,Minor,None,Minor,100%cotton
Shein,Reuse,5,Dress,Ladies,50-100,Unknown,['Pink'],"['Regular', 'V-collar']",Unknown,Summer,Unknown,5,None,None,None,None,65%cotton 35%polyester
Odd Molly,Export,2,Blouse,Ladies,<50,Unknown,"['Multicolor', 'Blue', 'Turquoise', 'White', 'Beige', 'Brown', 'Red', 'Pink', 'Black', 'Grey']","['Regular', 'V-collar']",Floral print,Spring,Unknown,4,None,Minor,None,Minor,100%viscose
Missing,Export,3,Cardigan,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,Spring,Unknown,3,None,None,None,Minor,69%polyester 20%rayon 2%spandex
Free Quent,Export,2,Dress,Ladies,<50,Unknown,['Green'],"['Regular', 'C-collar']",Unknown,Autumn,Unknown,3,None,Major,None,Major,50%cotton 50%viscose
Missing,Export,2,Winter Jacket,Ladies,<50,Unknown,"['White', 'Beige']",['Regular'],Unknown,Winter,Unknown,3,1,Major,None,Minor,100%polyester
Missing,Export,2,Trousers,Men,<50,Unknown,"['White', 'Blue']",['Regular'],Striped,Autumn,Unknown,2,1,Major,Minor,Minor,100%polyester
Carl William,Export,3,T-shirt,Men,<50,Unknown,"['Black', 'Grey']",['Regular'],Striped,Autumn,Unknown,4,None,Major,None,Minor,100%cotton
Missing,Reuse,5,Shirt,Men,100-150,Unknown,['Grey'],['Regular'],Unknown,Spring,Unknown,5,None,None,None,None,65%polyester 35%cotton
Tommy Hilfiger,Export,4,Shirt,Men,50-100,Unknown,"['Blue', 'Grey']",['Regular'],Checkered print,Spring,Unknown,4,None,Minor,None,Minor,100%Cotton
Livergy,Export,3,T-shirt,Men,<50,Unknown,['Blue'],['Regular'],Logo print,Spring,Unknown,4,None,Major,None,None,100%Cotton
Puma,Reuse,5,Trousers,Ladies,50-100,Unknown,"['Red', 'Pink']",['Regular'],Logo print,Spring,Unknown,4,None,None,None,None,73%cotton 27%polyester
Soc (stadium),Reuse,5,Tights,Children,50-100,Unknown,"['Multicolor', 'Black', 'Blue', 'Pink', 'Purple', 'White', 'Orange', 'Brown', 'Green', 'Turquoise', 'Grey']",['Regular'],Floral print,Spring,Unknown,5,None,None,None,None,92%polyester 8%elastane
Newbie (kappahl),Reuse,5,Blouse,Children,50-100,Unknown,"['Multicolor', 'White', 'Green', 'Pink', 'Brown']","['Regular', 'V-collar']",Floral print,Spring,Unknown,5,None,None,None,None,100%cotton
Saprema,Export,2,Trousers,Ladies,<50,Unknown,['White'],['Loose'],Logo print,Spring,Unknown,4,None,Major,None,Minor,100%cotton
Lager 157,Export,3,Shorts,Ladies,<50,Unknown,['Pink'],[],Unknown,Summer,Unknown,4,None,Minor,None,None,100%cotton
Alfons Åberg,Export,3,T-shirt,Children,<50,Unknown,"['Multicolor', 'Blue', 'White', 'Red']",['Regular'],Striped,Spring,Unknown,3,None,Minor,None,None,100%cotton
Missing,Export,3,Blouse,Ladies,<50,Unknown,"['Blue', 'Black']","['Regular', 'C-collar']",Floral print,Spring,Unknown,4,1,None,Minor,Major,100%nylon
Odelon,Reuse,5,Vest,Ladies,50-100,Unknown,['Pink'],"['Regular', 'V-collar']",Unknown,Spring,Unknown,5,None,None,None,None,100%acrylic
Missing,Reuse,5,Blouse,Ladies,50-100,Unknown,"['Multicolor', 'White', 'Orange', 'Black', 'Red', 'Green', 'Grey', 'Brown', 'Yellow', 'Beige']","['Regular', 'V-collar']",Floral print,Spring,Unknown,5,None,None,None,Minor,100%polyester
Isolde,Export,4,Tank Top,Ladies,<50,Unknown,"['Multicolor', 'Purple', 'Green', 'White']","['Regular', 'C-collar']",Floral print,Summer,Unknown,4,None,None,None,Major,100%cotton
Kappahl,Reuse,5,Jeans,Men,100-150,Unknown,['Beige'],['Loose'],Unknown,Spring,Unknown,5,None,None,None,None,97%polyester 3%elasaten
Lindex,Export,2,Top,Ladies,<50,Unknown,['Pink'],"['Regular', 'V-collar']",Unknown,Autumn,Unknown,4,1,None,Minor,Major,95%viscose 5%elastane
Kappahl,Reuse,5,Top,Ladies,50-100,Unknown,"['Yellow', 'White']","['Regular', 'V-collar']",Unknown,Spring,Unknown,5,None,None,None,None,100%cotton
Tippy,Export,4,Top,Ladies,<50,Unknown,"['White', 'Green']","['Regular', 'V-collar']",Striped,Spring,Unknown,4,None,Minor,None,None,100%cotton
Kappahl,Reuse,5,Top,Ladies,50-100,Unknown,"['White', 'Pink']","['Regular', 'V-collar']",Unknown,Spring,Unknown,4,None,None,None,None,100%cotton
Tippy,Export,4,Top,Ladies,<50,Unknown,"['White', 'Black']","['Regular', 'V-collar']",Striped,Spring,Unknown,4,None,Minor,None,None,100%cotton
Lindex,Export,3,Sweater,Ladies,<50,Unknown,['Pink'],"['Regular', 'C-collar']",Unknown,Autumn,Unknown,3,None,None,None,Major,100%acrylic
Kappahl,Reuse,5,Blouse,Ladies,50-100,Unknown,"['Multicolor', 'White', 'Black', 'Grey']","['Regular', 'V-collar']",Other,Spring,Unknown,5,None,None,None,None,100%polyester
Kappahl,Export,4,Jeans,Ladies,50-100,Unknown,['Black'],['Loose'],Unknown,Autumn,Unknown,4,None,Minor,None,None,63%polyester 33%viscose 4%elastane
Lindex,Export,4,Blouse,Ladies,<50,Unknown,['Black'],"['Regular', 'V-collar']",Unknown,Autumn,Unknown,4,None,Minor,None,Major,95%viscose 5%elastane
Mywear (ica),Export,4,Trousers,Ladies,<50,Unknown,['Black'],['Loose'],Unknown,Spring,Unknown,4,None,Minor,None,None,100%viscose
Lindex,Reuse,5,Blouse,Ladies,50-100,Unknown,['Orange'],"['Regular', 'V-collar']",Unknown,Autumn,Unknown,5,None,None,None,None,95%viscose 5%elastane
Missing,Export,4,Blouse,Ladies,<50,Unknown,['Black'],"['Regular', 'C-collar']",Unknown,Autumn,Unknown,3,None,None,None,Major,96%polyester 4%elastane
Lindex,Export,4,Blouse,Ladies,<50,Unknown,['White'],"['Regular', 'V-collar']",Unknown,Spring,Unknown,3,None,None,None,None,95%viscose 5%elastane
John Baner,Reuse,5,Denim Jacket,Unisex,150-250,Denim,['Beige'],['Regular'],Unknown,Spring,Unknown,5,None,None,None,None,100%cotton
Esmara (lidl),Export,3,Tank Top,Ladies,<50,Unknown,"['White', 'Blue']","['Regular', 'C-collar']",Lace,Summer,Unknown,5,None,None,None,Minor,100%cotton
Tutti Frutti,Export,5,Sweater,Ladies,50-100,Unknown,"['Black', 'Red']","['Regular', 'Turtle neck']",Striped,Autumn,Unknown,5,None,None,None,None,70%acrylic 30%polyamide
Isolde,Export,4,Dress,Ladies,<50,Unknown,"['Black', 'White']","['Regular', 'C-collar']",Lace,Summer,Unknown,3,None,None,None,Major,96%polyester 4%elastane
Pure Instinct,Reuse,5,Blouse,Ladies,50-100,Unknown,"['White', 'Multicolor', 'Orange', 'Red', 'Beige', 'Pink']","['Regular', 'C-collar']",Animal print,Summer,Unknown,5,None,None,None,Minor,100%viscose
Missing,Reuse,4,Sweater,Ladies,150-250,Unknown,['White'],[],Unknown,Autumn,Unknown,4,None,None,None,None,100% knitted acrylic
Jaskar,Reuse,5,Blazer,Ladies,150-250,Unknown,"['Beige', 'Blue']",[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Missing,Reuse,5,Cardigan,Ladies,100-150,Unknown,['Red'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% poly
Isolde,Reuse,5,Top,Ladies,50-100,Unknown,"['Blue', 'White']",['C-collar'],Striped,Summer,Unknown,5,None,None,None,None,100% cotton
Lindex,Reuse,3,Tank Top,Ladies,50-100,Unknown,['Black'],['C-collar'],Unknown,All,Unknown,5,None,None,None,None,100% viscose
Select Woman,Export,3,Top,Ladies,50-100,Unknown,"['Purple', 'White']",['V-collar'],Unknown,Spring,Unknown,5,1 pulled thread,Minor,None,None,100% cotton
Giorgio Fellini,Export,1,Shirt,Men,<50,Unknown,"['White', 'Blue']",['None'],Striped,Unknown,Unknown,5,ripped armpit seams,Major,Major,None,"77% polyester, 23% cotton"
4 You,Export,2,Shirt,Men,<50,Unknown,"['Black', 'Green']",['None'],Unknown,Unknown,Unknown,5,washed out color and pressure damage on the fibers,Major,Major,None,"57% cotton, 43% polyester"
Melka (gammalt Svenskt)?,Reuse,4,Shirt,Men,<50,80s,"['White', 'Green', 'Blue']",['None'],Striped,Summer,Unknown,5,None,None,None,None,"50% cotton, 50% polyester"
Park,Reuse,4,Shirt,Men,50-100,Unknown,"['White', 'Black']",['None'],Other,Unknown,Unknown,5,None,None,None,None,Scanner can not read material.
Edc (esprit De Corps),Export,3,Shirt,Ladies,50-100,Unknown,"['White', 'Black']",['None'],Striped,Unknown,Unknown,5,None,Major,None,None,100% cotton
Cremieux,Export,3,Shirt,Men,50-100,Unknown,"['White', 'Blue']",['None'],Striped,Unknown,Unknown,5,None,Minor,None,None,100% cotton
Stylebystars.com,Export,2,Dress,Ladies,<50,Unknown,"['White', 'Black']",['None'],Unknown,Unknown,Unknown,5,pulled threads,Major,None,None,100% polyester
Jyothi,Export,3,Jacket,Ladies,50-100,Unknown,['Red'],['None'],Unknown,Autumn,Unknown,3,None,None,None,None,100% polyester
Cappuchini,Export,1,Shirt,Unisex,<50,Unknown,['Blue'],['None'],Unknown,Unknown,Unknown,5,None,Major,None,None,"69% viscose, 31% polyester"
Missing,Reuse,4,Winter Trousers,Unisex,50-100,Unknown,['Black'],['None'],Unknown,Winter,Unknown,5,straps have been worn out and stretched,None,None,None,100% polyester
X4x Dam,Export,3,Skirt,Ladies,50-100,Unknown,['Black'],['None'],Unknown,Unknown,Unknown,4,Threads have been pulled and textilefibers have been damaged,None,None,None,100% polyester
Divided (h&m),Reuse,5,Trousers,Ladies,100-150,Unknown,['Black'],['None'],Unknown,Unknown,Unknown,5,None,None,None,None,100% viscose
Isolde,Export,3,Skirt,Ladies,50-100,Unknown,"['Blue', 'Yellow', 'White', 'Multicolor']",['None'],Unknown,Unknown,Unknown,5,None,Minor,None,None,100% cotton
Black Story,Export,5,Trousers,Ladies,50-100,Unknown,['Green'],['None'],Unknown,Unknown,Unknown,5,None,Minor,None,None,"58% nylon, 42% viscose"
Kappahl,Export,4,Dress,Ladies,50-100,Unknown,['Blue'],['None'],Unknown,Summer,Unknown,5,None,Minor,None,None,100% cotton
Kappahl,Export,3,T-shirt,Ladies,<50,Unknown,['Black'],['None'],Unknown,Unknown,Unknown,5,None,Minor,None,None,100% cotton
Lager 157,Export,3,Cardigan,Ladies,<50,Unknown,['Beige'],['None'],Unknown,Unknown,Unknown,3,None,None,None,None,100% viskos
Lindex,Reuse,4,Shirt,Ladies,<50,Unknown,['Blue'],['None'],Unknown,Summer,Unknown,5,None,Minor,None,None,100% polyester
Missing,Export,3,Trousers,Ladies,<50,Unknown,['Green'],['None'],Unknown,Unknown,Unknown,5,None,Major,None,None,100% polyester
Missing,Export,3,Top,Ladies,<50,Unknown,['Green'],['None'],Unknown,Spring,Unknown,5,None,Major,None,None,100% polyester
Lindex,Export,2,Jeans,Children,<50,Unknown,['Blue'],['Loose'],Unknown,Autumn,Unknown,4,None,Major,None,None,100%cotton
Kappahl,Export,3,Trousers,Children,<50,Unknown,"['Multicolor', 'Pink', 'Beige', 'Green', 'White', 'Yellow', 'Orange']",['Regular'],Floral print,Spring,Unknown,3,None,None,None,Minor,100%cotton
